"noun_no","dictionary_stem","stem","gender","noun_type","japanese_translation","english_translation","deponent_singular","deponent_plural","location_name"
"4941","ἀρνίον","ἀρνί","Neuter","2on","子羊","lamb","0","0","0"
"4942","ἀρνόγλωσσον","ἀρνόγλωσσ","Neuter","2on","アルノグロソン","arnoglosson","0","0","0"
"4943","ἀρτίαλα","ἀρτίαλ","Neuter","2on","ちゃんと","properly","1","0","0"
"4944","ἀρτολάγανον","ἀρτολάγαν","Neuter","2on","アートラガノン","artolaganon","0","0","0"
"4945","ἀρχεῖον","ἀρχεῖ","Neuter","2on","始まり","beginning","0","0","0"
"4946","ἀσκάληρον","ἀσκάληρ","Neuter","2on","アカリロン","ascaliron","0","0","0"
"4947","ἀσκίδιον","ἀσκίδι","Neuter","2on","アシディオン","ascidion","0","0","0"
"4948","ἀσπίδιον","ἀσπίδι","Neuter","2on","シールド","shield","0","0","0"
"4949","ἀσφάλτιον","ἀσφάλτι","Neuter","2on","アスファルト","asphalt","0","0","0"
"4950","ἀσχίον","ἀσχί","Neuter","2on","お尻","ass","0","0","0"
"4951","ἀσύνδετον","ἀσύνδετ","Neuter","2on","オフライン","offline","0","0","0"
"4952","ἀτάσθαλον","ἀτάσθαλ","Neuter","2on","悔い改めない","unrepentant","0","0","0"
"4953","ἀψίνθιον","ἀψίνθι","Neuter","2on","アブサン","Absinthe","0","0","0"
"4954","ἁλικάκκαβον","ἁλικάκκαβ","Neuter","2on","アリカカボン","alicakkavon","0","0","0"
"4955","ἁμάδεον","ἁμάδε","Neuter","2on","アマデオン","amadeon","0","0","0"
"4956","ἁρπαστόν","ἁρπαστ","Neuter","2on","クリーパー","creeper","0","0","0"
"4957","ἄγγουρον","ἄγγουρ","Neuter","2on","アンチョビ","anchovy","0","0","0"
"4958","ἄγκιστρον","ἄγκιστρ","Neuter","2on","針","hook","0","0","0"
"4959","ἄδρυα","ἄδρυ","Neuter","2on","ドライ","dry","1","0","0"
"4960","ἄδυτον","ἄδυτ","Neuter","2on","見えない","invisible","0","0","0"
"4961","ἄεθλον","ἄεθλ","Neuter","2on","アンエスロン","unethlon","0","0","0"
"4962","ἄκορον","ἄκορ","Neuter","2on","聴覚","hearing","0","0","0"
"4963","ἄκρον","ἄκρ","Neuter","2on","アクロン","akron","0","0","0"
"4964","ἄλαρα","ἄλαρ","Neuter","2on","悲しいかな","Alas","1","0","0"
"4965","ἄλεισον","ἄλεισ","Neuter","2on","アリソン","alyson","0","0","0"
"4966","ἄλευρον","ἄλευρ","Neuter","2on","小麦粉","flour","0","0","0"
"4967","ἄλογον","ἄλογ","Neuter","2on","うま","horse","0","0","0"
"4968","ἄλυπον","ἄλυπ","Neuter","2on","不幸にも","unfortunately","0","0","0"
"4969","ἄλυσσον","ἄλυσσ","Neuter","2on","解決","solve","0","0","0"
"4970","ἄλφιτον","ἄλφιτ","Neuter","2on","アルフィトン","Alfiton","0","0","0"
"4971","ἄμβολα","ἄμβολ","Neuter","2on","ピストン","pistons","1","0","0"
"4972","ἄμητος","ἄμητ","Neuter","2","収穫","harvest","0","0","0"
"4973","ἄμυλον","ἄμυλ","Neuter","2on","スターチ","starch","0","0","0"
"4974","ἄμωμον","ἄμωμ","Neuter","2on","アモモン","amomon","0","0","0"
"4975","ἄνδηρον","ἄνδηρ","Neuter","2on","アンデロン","anderon","0","0","0"
"4976","ἄνηθον","ἄνηθ","Neuter","2on","ディル","dill","0","0","0"
"4977","ἄνητον","ἄνητ","Neuter","2on","アノン","anon","0","0","0"
"4978","ἄνθρυσκον","ἄνθρυσκ","Neuter","2on","炭疽菌","anthrax","0","0","0"
"4979","ἄνισον","ἄνισ","Neuter","2on","不平等","unequal","0","0","0"
"4980","ἄννησον","ἄννησ","Neuter","2on","生きている","alive","0","0","0"
"4981","ἄντρον","ἄντρ","Neuter","2on","男","male","0","0","0"
"4982","ἄπιον","ἄπι","Neuter","2on","意見","opion","0","0","0"
"4983","ἄποινα","ἄποιν","Neuter","2on","ペナルティ","penalty","1","0","0"
"4984","ἄργεμον","ἄργεμ","Neuter","2on","どのぐらいの間","how long","0","0","0"
"4985","ἄρθρον","ἄρθρ","Neuter","2on","記事","article","0","0","0"
"4986","ἄριστον","ἄριστ","Neuter","2on","優れた","excellent","0","0","0"
"4987","ἄρκιον","ἄρκι","Neuter","2on","アルキオン","archion","0","0","0"
"4988","ἄρμενον","ἄρμεν","Neuter","2on","アルメノン","Armenon","0","0","0"
"4989","ἄρον","ἄρ","Neuter","2on","アロン","aron","0","0","0"
"4990","ἄροτρον","ἄροτρ","Neuter","2on","耕す","plow","0","0","0"
"4991","ἄσαρον","ἄσαρ","Neuter","2on","アサロン","asaron","0","0","0"
"4992","ἄσημον","ἄσημ","Neuter","2on","重要でない","unimportant","0","0","0"
"4993","ἄσκυρον","ἄσκυρ","Neuter","2on","空所","void","0","0","0"
"4994","ἄσπληνον","ἄσπλην","Neuter","2on","完璧に","immaculately","0","0","0"
"4995","ἄστρον","ἄστρ","Neuter","2on","アストロン","astron","0","0","0"
"4996","ἄστυρον","ἄστυρ","Neuter","2on","アスティロン","astyron","0","0","0"
"4997","ἄσυλον","ἄσυλ","Neuter","2on","亡命","asylum","0","0","0"
"4998","ἄφλαστον","ἄφλαστ","Neuter","2on","無料","free of charge","0","0","0"
"4999","ἄχυρον","ἄχυρ","Neuter","2on","ストロー","straw","0","0","0"
"5000","ἄωτον","ἄωτ","Neuter","2on","聴覚障害者","deaf","0","0","0"
"5001","ἅγιον","ἅγι","Neuter","2on","聖人","saint","0","0","0"
"5002","ἆθλον","ἆθλ","Neuter","2on","スポーツ","sport","0","0","0"
"5003","Ἀθήναιον","Ἀθήναι","Neuter","2on","アテネ","Athens","0","0","0"
"5004","Ἀνθεστήρια","Ἀνθεστήρι","Neuter","2on","花まつり","Flower festival","1","0","0"
"5005","ἐγκοίλια","ἐγκοίλι","Neuter","2on","内臓","entrails","1","0","0"
"5006","ἐγκώμιον","ἐγκώμι","Neuter","2on","賞賛","praise","0","0","0"
"5007","ἐγχειρίδιον","ἐγχειρίδι","Neuter","2on","マニュアル","manual","0","0","0"
"5008","ἐκλυτήριον","ἐκλυτήρι","Neuter","2on","救出","deliverance","0","0","0"
"5009","ἐκλύτρον","ἐκλύτρ","Neuter","2on","エクリトロン","eclytron","0","0","0"
"5010","ἐκπιεστήριον","ἐκπιεστήρι","Neuter","2on","印刷機","printing press","0","0","0"
"5011","ἐκτρόπιον","ἐκτρόπι","Neuter","2on","エトロピオン","ectropion","0","0","0"
"5012","ἐλαιόγαρον","ἐλαιόγαρ","Neuter","2on","オリーブオイル","olive oil","0","0","0"
"5013","ἐλαιόφυλλον","ἐλαιόφυλλ","Neuter","2on","オリーブの葉","olive leaf","0","0","0"
"5014","ἐλατήριον","ἐλατήρι","Neuter","2on","バネ","spring","0","0","0"
"5015","ἐλαφόβοσκον","ἐλαφόβοσκ","Neuter","2on","エラフォボスコン","elafovoskon","0","0","0"
"5016","ἐλεγειδάριον","ἐλεγειδάρι","Neuter","2on","短いエレジー","short elegy","0","0","0"
"5017","ἐλλύχνιον","ἐλλύχνι","Neuter","2on","エリクニオン","ellichnion","0","0","0"
"5018","ἐλύδριον","ἐλύδρι","Neuter","2on","エリュドリオン","Elydrion","0","0","0"
"5019","ἐμπόριον","ἐμπόρι","Neuter","2on","商業","commerce","0","0","0"
"5020","ἐνεύναιον","ἐνεύναι","Neuter","2on","寝具、ベッドで使用されるカバー","bedclothes, covering used on bed","0","0","0"
"5021","ἐννήιον","ἐννήι","Neuter","2on","永遠に","forever","0","0","0"
"5022","ἐντύβιον","ἐντύβι","Neuter","2on","意図","intivion","0","0","0"
"5023","ἐνύπνιον","ἐνύπνι","Neuter","2on","寝落ち","asleep","0","0","0"
"5024","ἐνώτιον","ἐνώτι","Neuter","2on","一方","whereas","0","0","0"
"5025","ἐξάλειπτρον","ἐξάλειπτρ","Neuter","2on","排除","eliminate","0","0","0"
"5026","ἐπίθυμον","ἐπίθυμ","Neuter","2on","喜んで","willingly","0","0","0"
"5027","ἐπίκλιντρον","ἐπίκλιντρ","Neuter","2on","リクライニングチェア","recliner","0","0","0"
"5028","ἐπίλουτρον","ἐπίλουτρ","Neuter","2on","エクストラバス","extra bath","0","0","0"
"5029","ἐπίνειον","ἐπίνει","Neuter","2on","ワイン","wine","0","0","0"
"5030","ἐπίνητρον","ἐπίνητρ","Neuter","2on","動機","motivation","0","0","0"
"5031","ἐπίπλοον","ἐπίπλο","Neuter","2on","機内で","on board","0","0","0"
"5032","ἐπίσιον","ἐπίσι","Neuter","2on","それも","too","0","0","0"
"5033","ἐπίσωτρον","ἐπίσωτρ","Neuter","2on","エピソトロン","episotron","0","0","0"
"5034","ἐπιβάλλον","ἐπιβάλλ","Neuter","2on","必須","mandatory","0","0","0"
"5035","ἐπικόπανον","ἐπικόπαν","Neuter","2on","エピカパノン","epicapanon","0","0","0"
"5036","ἐπιμήδιον","ἐπιμήδι","Neuter","2on","正式","official","0","0","0"
"5037","ἐπισφύρια","ἐπισφύρι","Neuter","2on","私はささやいた","I whispered","1","0","0"
"5038","ἐπιτήδεια","ἐπιτήδει","Neuter","2on","小学校","grade school","1","0","0"
"5039","ἐπύλλιον","ἐπύλλι","Neuter","2on","エピリオン","epillion","0","0","0"
"5040","ἐπώνυμον","ἐπώνυμ","Neuter","2on","苗字","last name","0","0","0"
"5041","ἐρίφιον","ἐρίφι","Neuter","2on","賢い","wise","0","0","0"
"5042","ἐργαλεῖον","ἐργαλεῖ","Neuter","2on","道具","tool","0","0","0"
"5043","ἐρείπιον","ἐρείπι","Neuter","2on","遺跡","ruins","0","0","0"
"5044","ἐρετμόν","ἐρετμ","Neuter","2on","漕ぐためのオール","oar for rowing","0","0","0"
"5045","ἐριόξυλον","ἐριόξυλ","Neuter","2on","コットン","cotton","0","0","0"
"5046","ἐρυθρόδανον","ἐρυθρόδαν","Neuter","2on","茜","madder","0","0","0"
"5047","ἐρυσίσκηπτρον","ἐρυσίσκηπτρ","Neuter","2on","キャメルソーン、冬のとげ","camelthorn, winter thorn","0","0","0"
"5048","ἐρωμένιον","ἐρωμένι","Neuter","2on","小さな愛、ダーリン","little love, darling ","0","0","0"
"5049","ἐρύσιμον","ἐρύσιμ","Neuter","2on","射精","ejaculating","0","0","0"
"5050","ἐσχάριον","ἐσχάρι","Neuter","2on","小さな囲炉裏、暖炉、プラットフォーム、スタンド","small hearth, fireplace, platform, stand","0","0","0"
"5051","ἐσχαρεῖον","ἐσχαρεῖ","Neuter","2on","小さな囲炉裏、暖炉、プラットフォーム、スタンド","small hearth, fireplace, platform, stand","0","0","0"
"5052","ἐτυμολογικόν","ἐτυμολογικ","Neuter","2on","語源","etymological","0","0","0"
"5053","ἐφόλκαιον","ἐφόλκαι","Neuter","2on","貨物棚","lading-plank","0","0","0"
"5054","ἐχήνια","ἐχήνι","Neuter","2on","ヒーニア","heenia","1","0","0"
"5055","ἑλμινθοβότανον","ἑλμινθοβόταν","Neuter","2on","蠕虫ハーブ","helminthic herb","0","0","0"
"5056","ἑλώριον","ἑλώρι","Neuter","2on","エロリオン","Elorion","0","0","0"
"5057","ἑρμοδάκτυλον","ἑρμοδάκτυλ","Neuter","2on","ヘルモダクティロン","hermodactylon","0","0","0"
"5058","ἑρπετόν","ἑρπετ","Neuter","2on","爬虫類","reptile","0","0","0"
"5059","ἔλαιον","ἔλαι","Neuter","2on","油","oil","0","0","0"
"5060","ἔλυτρον","ἔλυτρ","Neuter","2on","身代金","ransom","0","0","0"
"5061","ἔμβολον","ἔμβολ","Neuter","2on","プランジャー","plunger","0","0","0"
"5062","ἔμβρυον","ἔμβρυ","Neuter","2on","胎児","fetus","0","0","0"
"5063","ἔμπετρον","ἔμπετρ","Neuter","2on","海のヒース","sea heath","0","0","0"
"5064","ἔναρα","ἔναρ","Neuter","2on","戦利品、武器、殺害された敵の罠、戦利品、戦利品","spoils, weapons and trappings of slain foe, spoil, booty","1","0","0"
"5065","ἔντερον","ἔντερ","Neuter","2on","腸","intestine","0","0","0"
"5066","ἔντομα","ἔντομ","Neuter","2on","昆虫","insects","1","0","0"
"5067","ἔντομον","ἔντομ","Neuter","2on","虫","insect","0","0","0"
"5068","ἔντυβον","ἔντυβ","Neuter","2on","結婚","married","0","0","0"
"5069","ἔποχον","ἔποχ","Neuter","2on","前","ago","0","0","0"
"5070","ἔργον","ἔργ","Neuter","2on","仕事","work","0","0","0"
"5071","ἔριον","ἔρι","Neuter","2on","年","yr","0","0","0"
"5072","ἔρρινον","ἔρριν","Neuter","2on","胸骨医学","sternutatory medicine","0","0","0"
"5073","ἔταλον","ἔταλ","Neuter","2on","エタロン","etalon","0","0","0"
"5074","ἔτυμον","ἔτυμ","Neuter","2on","その起源、その語源による真の意味","true sense of word according to its origins, its etymology","0","0","0"
"5075","ἔχιον","ἔχι","Neuter","2on","雪","snow","0","0","0"
"5076","ἕδνον","ἕδν","Neuter","2on","持参金、花嫁料","dowry, bride-price","0","0","0"
"5077","ἕλκηθρον","ἕλκηθρ","Neuter","2on","そり","sled","0","0","0"
"5078","ἡδύοσμον","ἡδύοσμ","Neuter","2on","におい","odor","0","0","0"
"5079","ἡδύσαρον","ἡδύσαρ","Neuter","2on","斧雑草","axe-weed","0","0","0"
"5080","ἡλιοσκόπιον","ἡλιοσκόπι","Neuter","2on","太陽の痙攣","sun spurge","0","0","0"
"5081","ἡλιοτρόπιον","ἡλιοτρόπι","Neuter","2on","ひまわり","sunflower","0","0","0"
"5082","ἡλιόφυτον","ἡλιόφυτ","Neuter","2on","粗いビンドウィード","rough bindweed","0","0","0"
"5083","ἡμίμιτρον","ἡμίμιτρ","Neuter","2on","ハーフマイター","half mitre","0","0","0"
"5084","ἡμιαμφόριον","ἡμιαμφόρι","Neuter","2on","ハーフアンモラ、半四分位","half-amphora, half-quadrantal","0","0","0"
"5085","ἡμιθωράκιον","ἡμιθωράκι","Neuter","2on","corsletのフロントプレート","front plate of corslet","0","0","0"
"5086","ἡμικύκλιον","ἡμικύκλι","Neuter","2on","半円","semicircle","0","0","0"
"5087","ἡμιμέδιμνον","ἡμιμέδιμν","Neuter","2on","ハーフメディムヌス","half-medimnus","0","0","0"
"5088","ἡμιπέλεκκον","ἡμιπέλεκκ","Neuter","2on","半軸、片方のx","half-axe, one-edged axe","0","0","0"
"5089","ἡμισφαίριον","ἡμισφαίρι","Neuter","2on","半球","hemisphere","0","0","0"
"5090","ἡμιτάλαντον","ἡμιτάλαντ","Neuter","2on","半ば、体重の尺度","half-talent, measure of weight","0","0","0"
"5091","ἡνία","ἡνί","Neuter","2on","手綱","reins","1","0","0"
